AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD
2023-01-08,01/06/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288858,FX Forward,FxFwd EURUSD 8/11/2021 CS,23580000.0,23580000.0,1.08,1.08,1.33,1.33,25466400.0,33870312.0,0.0,313614.0,0.0,940842.0
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),9000000.0,9000000.0,3.5,3.5,1.33,1.33,0.0,0.0,-332.5,-10640.0,-332.5,-10307.5
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),9000000.0,9000000.0,3.5,3.5,1.33,1.33,0.0,0.0,-332.5,-10640.0,-332.5,-10307.5
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),6000000.0,6000000.0,3.5,3.5,1.33,1.33,0.0,0.0,-221.6667,-7093.3333,-221.6667,-6871.6667
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),6000000.0,6000000.0,3.5,3.5,1.33,1.33,0.0,0.0,-221.6667,-7093.3333,-221.6667,-6871.6667
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),3200000.0,3200000.0,3.5,3.5,1.0,1.0,0.0,0.0,-444.4444,-14222.2222,-444.4444,-13777.7778
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),4800000.0,4800000.0,3.5,3.5,1.0,1.0,0.0,0.0,-666.6667,-21333.3333,-666.6667,-20666.6667
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),4800000.0,4800000.0,3.5,3.5,1.0,1.0,0.0,0.0,-666.6667,-21333.3333,-666.6667,-20666.6667
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),3200000.0,3200000.0,3.5,3.5,1.0,1.0,0.0,0.0,-444.4444,-14222.2222,-444.4444,-13777.7778
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),3600000.0,3600000.0,4.505,4.505,1.0,1.0,0.0,0.0,-500.0,-16000.0,-500.0,-15500.0
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),3600000.0,3600000.0,4.505,4.505,1.0,1.0,0.0,0.0,-500.0,-16000.0,-500.0,-15500.0
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),2400000.0,2400000.0,4.505,4.505,1.0,1.0,0.0,0.0,-333.3333,-10666.6667,-333.3333,-10333.3333
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),2400000.0,2400000.0,4.505,4.505,1.0,1.0,0.0,0.0,-333.3333,-10666.6667,-333.3333,-10333.3333
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),3200000.0,3200000.0,1.52,1.52,1.0,1.0,0.0,0.0,-88.8889,-2844.4444,-88.8889,-2755.5556
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),4800000.0,4800000.0,1.52,1.52,1.0,1.0,0.0,0.0,-133.3333,-4266.6667,-133.3333,-4133.3333
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),3200000.0,3200000.0,1.52,1.52,1.0,1.0,0.0,0.0,-88.8889,-2844.4444,-88.8889,-2755.5556
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),4800000.0,4800000.0,1.52,1.52,1.0,1.0,0.0,0.0,-133.3333,-4266.6667,-133.3333,-4133.3333
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),3600000.0,3600000.0,0.305,0.305,1.0,1.0,0.0,0.0,-100.0,-3200.0,-100.0,-3100.0
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),5400000.0,5400000.0,0.305,0.305,1.0,1.0,0.0,0.0,-150.0,-4800.0,-150.0,-4650.0
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),5400000.0,5400000.0,0.305,0.305,1.0,1.0,0.0,0.0,-150.0,-4800.0,-150.0,-4650.0
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),3600000.0,3600000.0,0.305,0.305,1.0,1.0,0.0,0.0,-100.0,-3200.0,-100.0,-3100.0
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-6000000.0,-6000000.0,3.56,3.56,1.0,1.0,0.0,0.0,166.6667,5333.3333,166.6667,5166.6667
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-6000000.0,-6000000.0,3.56,3.56,1.0,1.0,0.0,0.0,166.6667,5333.3333,166.6667,5166.6667
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-4000000.0,-4000000.0,3.56,3.56,1.0,1.0,0.0,0.0,111.1111,3555.5556,111.1111,3444.4444
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-4000000.0,-4000000.0,3.56,3.56,1.0,1.0,0.0,0.0,111.1111,3555.5556,111.1111,3444.4444
2023-01-08,04/03/20,18/06/21,Heather,Heather, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0.0,0.0,2.1,2.1,1.0,1.0,,,0.0,0.0,0.0,0.0
2023-01-08,04/03/20,18/06/21,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0.0,0.0,2.1,2.1,1.0,1.0,,,0.0,0.0,0.0,0.0
2023-01-08,04/03/20,18/06/21,Garfield,Garfield, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0.0,0.0,2.1,2.1,1.0,1.0,,,0.0,0.0,0.0,0.0
2023-01-08,04/03/20,18/06/21,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0.0,0.0,2.1,2.1,1.0,1.0,,,0.0,0.0,0.0,0.0
2023-01-08,04/03/20,,Garfield,Garfield, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1200000.0,1200000.0,2.2,2.2,1.0,1.0,0.0,0.0,-33.3333,-1066.6667,-33.3333,-1033.3333
2023-01-08,04/03/20,,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1800000.0,1800000.0,2.2,2.2,1.0,1.0,0.0,0.0,-50.0,-1600.0,-50.0,-1550.0
2023-01-08,04/03/20,,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1200000.0,1200000.0,2.2,2.2,1.0,1.0,0.0,0.0,-33.3333,-1066.6667,-33.3333,-1033.3333
2023-01-08,04/03/20,,Heather,Heather, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1800000.0,1800000.0,2.2,2.2,1.0,1.0,0.0,0.0,-50.0,-1600.0,-50.0,-1550.0
2023-01-08,17/04/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289501,Loan,LX159514,2500000.0,2500000.0,0.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1950000.0
2023-01-08,17/04/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289501,Loan,LX159514,2500000.0,2500000.0,0.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1950000.0
2023-01-08,14/04/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289505,Loan,LX155578,428571.43,428571.43,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-287142.8581
2023-01-08,14/04/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289505,Loan,LX155578,500000.0,500000.0,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-335000.0
2023-01-08,14/04/23,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289505,Loan,LX155578,71428.57,71428.57,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-47857.1419
2023-01-08,17/04/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289509,Loan,516586,1250000.0,1250000.0,0.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1100000.0
2023-01-08,17/04/23,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289509,Loan,516586,178571.43,178571.43,0.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-157142.8584
2023-01-08,17/04/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289509,Loan,516586,1071428.57,1071428.57,0.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-942857.1416
2023-01-08,17/04/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289521,Loan,LX154102,2000000.0,2000000.0,0.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-900000.0
2023-01-08,08/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,1291490.29,1291490.29,76.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,10588235.29,10588235.29,76.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,6708509.71,6708509.71,76.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,1411764.71,1411764.71,76.0,76.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,17/04/23,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289537,Loan,LX159075,71428.57,71428.57,0.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-20714.2853
2023-01-08,17/04/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289537,Loan,LX159075,500000.0,500000.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-145000.0
2023-01-08,17/04/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289537,Loan,LX159075,428571.43,428571.43,0.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-124285.7147
2023-01-08,08/10/20,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289540,Loan,LX160059,1722775.61,1722775.61,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1349306.77,1349306.77,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1291490.28,1291490.28,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1176470.59,1176470.59,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1403284.42,1403284.42,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1411764.71,1411764.71,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,8823529.41,8823529.41,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,10524633.2,10524633.2,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,6708509.72,6708509.72,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,10588235.29,10588235.29,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,01/06/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,4031.0,4031.0,1.0,1.0,0.75,0.75,40310000.0,30232500.0,0.0,0.0,0.0,0.0
2023-01-08,01/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,138.0,138.0,1.0,1.0,0.75,0.75,1380000.0,1035000.0,0.0,0.0,0.0,0.0
2023-01-08,15/08/20,,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,122.0,122.0,1.0,1.0,0.75,0.75,1220000.0,915000.0,0.0,0.0,0.0,0.0
2023-01-08,01/06/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,2288.0,2288.0,1.0,1.0,0.75,0.75,22880000.0,17160000.0,0.0,0.0,0.0,0.0
2023-01-08,01/07/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,155.0,155.0,1.0,1.0,0.75,0.75,1550000.0,1162500.0,0.0,0.0,0.0,0.0
2023-01-08,15/08/20,,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,155.0,155.0,1.0,1.0,0.75,0.75,1550000.0,1162500.0,0.0,0.0,0.0,0.0
2023-01-08,06/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,520000.0,520000.0,80.0,81.0,1.0,1.0,421200.0,421200.0,5200.0,5200.0,5200.0,-15600.0
2023-01-08,06/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,2080000.0,2080000.0,80.0,81.0,1.0,1.0,1684800.0,1684800.0,20800.0,20800.0,20800.0,-62400.0
2023-01-08,06/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,400000.0,400000.0,80.0,81.0,1.0,1.0,324000.0,324000.0,4000.0,4000.0,4000.0,-12000.0
2023-01-08,06/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,1600000.0,1600000.0,80.0,81.0,1.0,1.0,1296000.0,1296000.0,16000.0,16000.0,16000.0,-48000.0
2023-01-08,06/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,640000.0,640000.0,80.0,81.0,1.0,1.0,518400.0,518400.0,6400.0,6400.0,6400.0,-19200.0
2023-01-08,06/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,2560000.0,2560000.0,80.0,81.0,1.0,1.0,2073600.0,2073600.0,25600.0,25600.0,25600.0,-76800.0
2023-01-08,06/10/20,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289856,Loan,BBG00KG1Y1V1,440000.0,440000.0,80.0,81.0,1.0,1.0,356400.0,356400.0,4400.0,4400.0,4400.0,-13200.0
2023-01-08,06/10/20,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289856,Loan,BBG00KG1Y1V1,1760000.0,1760000.0,80.0,81.0,1.0,1.0,1425600.0,1425600.0,17600.0,17600.0,17600.0,-52800.0
2023-01-08,08/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,1291490.29,1291490.29,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,02/01/20,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,40000000.0,40000000.0,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,1411764.71,1411764.71,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,10588235.29,10588235.29,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,08/10/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,6708509.71,6708509.71,78.0,78.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,02/01/20,,Heather,Heather, Default,Asset,DefaultS2,CSI Swap,Long,289878,Total Return Swap,BL3184191 TRS,2000000.0,2000000.0,94.6,94.6,1.0,1.0,0.0,0.0,-10094.6083,-323027.4667,-10094.6083,-2150151.575
2023-01-08,01/06/20,,NorthPoint,Northpoint 401K, Default,Hedge,DefaultS2,CS Prime,Long,289883,CDS Cleared,CDS AA 1 06/20/25 ICECREDIT,10000000.0,10000000.0,2.342995,2.342995,1.0,1.0,0.0,0.0,-277.7778,-8888.8889,-277.7778,-8611.1111
2023-01-08,01/06/20,,NorthPoint,Northpoint 401K, Default,Hedge,DefaultS2,BOFA swap,Long,289884,CDS Contract,CDS AA 1% 06/20/25 USD SR XR [BOFAS] +2.80pts (160bps),10000000.0,10000000.0,2.800064,2.800064,1.0,1.0,0.0,0.0,-277.7778,-8888.8889,-277.7778,-8611.1111
2023-01-08,18/08/20,,Garfield,Garfield, Default,Asset,DefaultS2,CSI Swap,Long,289889,Total Return Swap,03060RAL5 FBCOS 8/18/2021,500000.0,500000.0,93.0,93.0,1.0,1.0,465000.0,465000.0,-2333.3333,-79666.6667,-2333.3333,-511999.9999
2023-01-08,18/08/20,,Heather,Heather, Default,Asset,DefaultS2,CSI Swap,Long,289889,Total Return Swap,03060RAL5 FBCOS 8/18/2021,428571.0,428571.0,93.0,93.0,1.0,1.0,398571.03,398571.03,-1999.998,-68285.646,-1999.998,-438856.7038
2023-01-08,18/08/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CSI Swap,Long,289889,Total Return Swap,03060RAL5 FBCOS 8/18/2021,71429.0,71429.0,93.0,93.0,1.0,1.0,66428.97,66428.97,-333.3353,-11381.0207,-333.3353,-73143.2959
2023-01-08,21/10/21,,IG Corp,IG Corp, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,2837000.0,2837000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,2.1376,0.0,2.0686
2023-01-08,22/10/20,,NorthPoint,Northpoint 401K, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1028000.0,1028000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.7746,0.0,0.7496
2023-01-08,21/10/21,,NorthPoint,Northpoint 401K, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,11000.0,11000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0083,0.0,0.008
2023-01-08,23/12/20,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,892000.0,892000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.6721,0.0,0.6504
2023-01-08,15/03/21,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,8939000.0,8939000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,6.7353,0.0,6.518
2023-01-08,15/03/21,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,10727000.0,10727000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,8.0825,0.0,7.8218
2023-01-08,15/03/21,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,10727000.0,10727000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,8.0825,0.0,7.8218
2023-01-08,21/10/21,,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,195000.0,195000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.1469,0.0,0.1422
2023-01-08,23/12/20,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,108000.0,108000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0814,0.0,0.0788
2023-01-08,15/03/21,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1061000.0,1061000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.7994,0.0,0.7736
2023-01-08,15/03/21,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1273000.0,1273000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.9592,0.0,0.9282
2023-01-08,15/03/21,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1273000.0,1273000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.9592,0.0,0.9282
2023-01-08,21/10/21,,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,23000.0,23000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0173,0.0,0.0168
2023-01-08,22/10/20,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1715000.0,1715000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,1.2922,0.0,1.2505
2023-01-08,04/04/22,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,2308000.0,2308000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,1.739,0.0,1.6829
2023-01-08,12/07/23,,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,2308000.0,2308000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,-2143948.061,0.0,-2143948.061
2023-01-08,22/10/20,,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1257000.0,1257000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.9471,0.0,0.9166
2023-01-08,21/10/21,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,934000.0,934000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,0.7037,0.0,0.681
2023-01-08,04/04/22,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,2692000.0,2692000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,2.0283,0.0,1.9629
2023-01-08,21/06/23,,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,5000000.0,5000000.0,87.0,87.0,1.0,1.0,0.0,0.0,0.0,3.7674,0.0,-4619080.692
