id,RevisionId,AllocationId,TradeTypeName,SecurityId,SecurityType,Name,Ticker,CUSIP,ISIN,TradeDate,SettleDate,Quantity,Price,TradeFXRate,Principal,Interest,TotalCash,AllocationQTY,AllocationPrincipal,AllocationInterest,AllocationFees,AllocationCash,PortfolioName,CustodianName,StrategyName,Strategy1Name,Strategy2Name,Counterparty,AllocationRule,IsCustomAllocation
3583888,2,3486268,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,535715.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486269,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,535714.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486270,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,535715.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486271,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,535714.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486272,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,416667.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486273,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,416667.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486274,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,416666.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486275,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486276,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486277,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,89285.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486278,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,89286.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486279,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,89286.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486280,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,89285.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712617,1,3520770,Buy,290099,Equity,US46434G8226,EWJ,46434G822,US46434G8226,2026-01-15,00:00.0,500000,90.0,,45000000.0,0.0,45000828.0,437500.0,39375000.0,0.0,724.5,39375724.5,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712617,1,3520771,Buy,290099,Equity,US46434G8226,EWJ,46434G822,US46434G8226,2026-01-15,00:00.0,500000,90.0,,45000000.0,0.0,45000828.0,62500.0,5625000.0,0.0,103.5,5625103.5,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712618,2,3520774,Buy,290098,Equity,US92204A2078,VDC,92204A207,US92204A2078,2026-01-15,00:00.0,1000000,90.0,,90000000.0,0.0,90001656.0,875000.0,78750000.0,0.0,1449.0,78751449.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712618,2,3520775,Buy,290098,Equity,US92204A2078,VDC,92204A207,US92204A2078,2026-01-15,00:00.0,1000000,90.0,,90000000.0,0.0,90001656.0,125000.0,11250000.0,0.0,207.0,11250207.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712619,1,3520776,Buy,290081,Equity,IBM-US,IBM,459200101,US4592001014,2026-01-15,00:00.0,10000,125.0,,1250000.0,0.0,1250423.0,10000.0,1250000.0,0.0,423.0,1250423.0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,GSCO,Single Fund Rule - Platpot Fund,0
3730015,2,3525443,Buy,290101,Bond,36829QAA3,,36829QAA3,US36829QAA31,2026-01-15,00:00.0,40000000,68.0,,27200000.0,1208333.33,28408333.33,40000000.0,27200000.0,1208333.33,0.0,28408333.33,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3730016,1,3525444,Buy,290097,Loan,Carver,,,,2026-01-15,00:00.0,1000000,100.0,,1000000.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,1000000.0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABN,Single Fund Rule - Platpot Fund,0
3743933,2,3529178,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,4000000,90.0,,3600000.0,0.0,3600000.0,4000000.0,3600000.0,0.0,0.0,3600000.0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3757850,1,3532907,Buy,290102,Bond,COFP 6 5/8 01/15/26,,BN0672673,XS2276596538,2026-01-15,00:00.0,1000000,68.0,,680000.0,13802.08,693802.08,875000.0,595000.0,12076.82,0.0,607076.82,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABN,STANDARD PERCENTAGE,0
3757850,1,3532908,Buy,290102,Bond,COFP 6 5/8 01/15/26,,BN0672673,XS2276596538,2026-01-15,00:00.0,1000000,68.0,,680000.0,13802.08,693802.08,125000.0,85000.0,1725.26,0.0,86725.26,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABN,STANDARD PERCENTAGE,0
3761330,2,3533847,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,4375000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761330,2,3533848,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761331,1,3533849,Buy,290030,Loan,BL1156233,,89213GAF7,US89213GAF72,2026-01-15,00:00.0,11000000,90.0,,9900000.0,0.0,9900000.0,11000000.0,9900000.0,0.0,0.0,9900000.0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3761332,1,3533850,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,5000000,99.0,,4950000.0,0.0,4950000.0,5000000.0,4950000.0,0.0,0.0,4950000.0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3761333,1,3533851,Sell,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,9000000,95.0,,8550000.0,0.0,8550000.0,9000000.0,8550000.0,0.0,0.0,8550000.0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,Internal,,1
3761334,1,3533852,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,9000000,95.0,,8550000.0,0.0,8550000.0,9000000.0,8550000.0,0.0,0.0,8550000.0,Platpot Fund,DBAB Prime, Default,Asset,DefaultS2,Internal,,1
3761335,3,3533869,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,4000000,99.0,,3960000.0,0.0,3960000.0,4000000.0,3960000.0,0.0,0.0,3960000.0,Leatherwood Trust MA,DBAB Prime,CZN,Asset,DefaultS2,ABGS,Single Fund Rule - Leatherwood Trust MA,1
3761336,1,3533863,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,1200000,22.0,,264000.0,0.0,264000.0,327000.0,71940.0,0.0,0.0,71940.0,Leatherwood Trust MA,DBAB Prime,CZN,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533864,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,1200000,22.0,,264000.0,0.0,264000.0,383000.0,84260.0,0.0,0.0,84260.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533865,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,1200000,22.0,,264000.0,0.0,264000.0,382000.0,84040.0,0.0,0.0,84040.0,Redfield Accu-Fund,DBAB Prime,CZN,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533866,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,1200000,22.0,,264000.0,0.0,264000.0,54000.0,11880.0,0.0,0.0,11880.0,UNC Investment Fund,DBAB Prime,CZN,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533867,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,1200000,22.0,,264000.0,0.0,264000.0,27000.0,5940.0,0.0,0.0,5940.0,UNC Investment Fund,DBAB swap, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533868,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,1200000,22.0,,264000.0,0.0,264000.0,27000.0,5940.0,0.0,0.0,5940.0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761337,1,3533870,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,2026-01-15,00:00.0,1000000,29.0,,29000000.0,0.0,29000533.6,300000.0,8700000.0,0.0,160.08,8700160.08,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761337,1,3533871,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,2026-01-15,00:00.0,1000000,29.0,,29000000.0,0.0,29000533.6,300000.0,8700000.0,0.0,160.08,8700160.08,Optimum Holdings Partners,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761337,1,3533872,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,2026-01-15,00:00.0,1000000,29.0,,29000000.0,0.0,29000533.6,350000.0,10150000.0,0.0,186.76,10150186.76,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761337,1,3533873,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,2026-01-15,00:00.0,1000000,29.0,,29000000.0,0.0,29000533.6,50000.0,1450000.0,0.0,26.68,1450026.68,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3764817,2,3534808,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,2000000,90.0,,1800000.0,49200.0,1849200.0,857000.0,771300.0,21082.2,0.0,792382.2,Leatherwood Trust MA,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764817,2,3534809,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,2000000,90.0,,1800000.0,49200.0,1849200.0,1000000.0,900000.0,24600.0,0.0,924600.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764817,2,3534810,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,2000000,90.0,,1800000.0,49200.0,1849200.0,143000.0,128700.0,3517.8,0.0,132217.8,UNC Investment Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764818,1,3534811,Buy,288799,Bond,17453BAS0,,17453BAS0,US17453BAS07,2026-01-15,00:00.0,3000000,90.0,,2700000.0,0.0,2700000.0,2625000.0,2362500.0,0.0,0.0,2362500.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764818,1,3534812,Buy,288799,Bond,17453BAS0,,17453BAS0,US17453BAS07,2026-01-15,00:00.0,3000000,90.0,,2700000.0,0.0,2700000.0,375000.0,337500.0,0.0,0.0,337500.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764819,1,3534813,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,5000000,99.0,,4950000.0,122000.0,5072000.0,2143000.0,2121570.0,52289.2,0.0,2173859.2,Leatherwood Trust MA,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764819,1,3534814,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,5000000,99.0,,4950000.0,122000.0,5072000.0,2500000.0,2475000.0,61000.0,0.0,2536000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764819,1,3534815,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,5000000,99.0,,4950000.0,122000.0,5072000.0,357000.0,353430.0,8710.8,0.0,362140.8,UNC Investment Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764820,2,3534818,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,5000000,90.0,,4500000.0,122000.0,4622000.0,4375000.0,3937500.0,106750.0,0.0,4044250.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764820,2,3534819,Buy,288798,Bond,156686AJ6,,156686AJ6,US156686AJ67,2026-01-15,00:00.0,5000000,90.0,,4500000.0,122000.0,4622000.0,625000.0,562500.0,15250.0,0.0,577750.0,UNC Investment Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3806574,1,3546018,Buy,280268,Equity,VIX,VIX,,,2026-01-15,00:00.0,10000,2.96,,29600.0,0.0,30000.54,4286.0,12686.56,0.0,171.67,12858.23,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,PRUS,STANDARD PERCENTAGE,1
3806574,1,3546019,Buy,280268,Equity,VIX,VIX,,,2026-01-15,00:00.0,10000,2.96,,29600.0,0.0,30000.54,5000.0,14800.0,0.0,200.27,15000.27,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,PRUS,STANDARD PERCENTAGE,1
3806574,1,3546020,Buy,280268,Equity,VIX,VIX,,,2026-01-15,00:00.0,10000,2.96,,29600.0,0.0,30000.54,714.0,2113.44,0.0,28.6,2142.04,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,PRUS,STANDARD PERCENTAGE,1
3806575,2,3627160,Buy,290109,Option,VIX22V27CBC2,VIX 10/19/22 C27,,,2026-01-15,00:00.0,10000,2.96,,2960000.0,0.0,2960471.46,4286.0,1268656.0,0.0,202.07,1268858.07,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,SCMC,STANDARD PERCENTAGE,1
3806575,2,3627161,Buy,290109,Option,VIX22V27CBC2,VIX 10/19/22 C27,,,2026-01-15,00:00.0,10000,2.96,,2960000.0,0.0,2960471.46,5000.0,1480000.0,0.0,235.73,1480235.73,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,SCMC,STANDARD PERCENTAGE,1
3806575,2,3627162,Buy,290109,Option,VIX22V27CBC2,VIX 10/19/22 C27,,,2026-01-15,00:00.0,10000,2.96,,2960000.0,0.0,2960471.46,714.0,211344.0,0.0,33.66,211377.66,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,SCMC,STANDARD PERCENTAGE,1
3817013,3,3548826,Buy,289505,Loan,LX155578,,48244EAG9,US48244EAG98,2026-01-15,00:00.0,1000000,67.0,,670000.0,0.0,670000.0,428571.43,287142.86,0.0,0.0,287142.86,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,TIPT,STANDARD PERCENTAGE,1
3817013,3,3548827,Buy,289505,Loan,LX155578,,48244EAG9,US48244EAG98,2026-01-15,00:00.0,1000000,67.0,,670000.0,0.0,670000.0,500000.0,335000.0,0.0,0.0,335000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,TIPT,STANDARD PERCENTAGE,1
3817013,3,3548828,Buy,289505,Loan,LX155578,,48244EAG9,US48244EAG98,2026-01-15,00:00.0,1000000,67.0,,670000.0,0.0,670000.0,71428.57,47857.14,0.0,0.0,47857.14,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,TIPT,STANDARD PERCENTAGE,1
3827451,1,3551625,Buy,289537,Loan,LX159075,,04649VAR1,US04649VAR15,2026-01-15,00:00.0,1000000,29.0,,290000.0,0.0,290000.0,428571.43,124285.71,0.0,0.0,124285.71,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3827451,1,3551626,Buy,289537,Loan,LX159075,,04649VAR1,US04649VAR15,2026-01-15,00:00.0,1000000,29.0,,290000.0,0.0,290000.0,500000.0,145000.0,0.0,0.0,145000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3827451,1,3551627,Buy,289537,Loan,LX159075,,04649VAR1,US04649VAR15,2026-01-15,00:00.0,1000000,29.0,,290000.0,0.0,290000.0,71428.57,20714.29,0.0,0.0,20714.29,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3827452,1,3551628,Buy,289521,Loan,LX154102,,14964YAB6,US14964YAB65,2026-01-15,00:00.0,2000000,45.0,,900000.0,0.0,900000.0,2000000.0,900000.0,0.0,0.0,900000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,GSCO,STANDARD PERCENTAGE,1
3827453,1,3551629,Buy,289501,Loan,LX159514,,,,2026-01-15,00:00.0,5000000,78.0,,3900000.0,0.0,3900000.0,2500000.0,1950000.0,0.0,0.0,1950000.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,JPHQ,STANDARD PERCENTAGE,1
3827453,1,3551630,Buy,289501,Loan,LX159514,,,,2026-01-15,00:00.0,5000000,78.0,,3900000.0,0.0,3900000.0,2500000.0,1950000.0,0.0,0.0,1950000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,JPHQ,STANDARD PERCENTAGE,1
3827454,1,3551631,Buy,289509,Loan,516586,,,,2026-01-15,00:00.0,2500000,88.0,,2200000.0,0.0,2200000.0,1071428.57,942857.14,0.0,0.0,942857.14,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,PACS,STANDARD PERCENTAGE,1
3827454,1,3551632,Buy,289509,Loan,516586,,,,2026-01-15,00:00.0,2500000,88.0,,2200000.0,0.0,2200000.0,1250000.0,1100000.0,0.0,0.0,1100000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,PACS,STANDARD PERCENTAGE,1
3827454,1,3551633,Buy,289509,Loan,516586,,,,2026-01-15,00:00.0,2500000,88.0,,2200000.0,0.0,2200000.0,178571.43,157142.86,0.0,0.0,157142.86,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,PACS,STANDARD PERCENTAGE,1
3879640,1,3565614,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,4375000.0,3937500.0,0.0,0.0,3937500.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3879640,1,3565615,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,312000.0,280800.0,0.0,0.0,280800.0,UNC Investment Fund,DBAB swap, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3879640,1,3565616,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,313000.0,281700.0,0.0,0.0,281700.0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3938790,2,3581463,Buy,290030,Loan,BL1156233,,89213GAF7,US89213GAF72,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,2000000.0,1800000.0,0.0,0.0,1800000.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3938790,2,3581464,Buy,290030,Loan,BL1156233,,89213GAF7,US89213GAF72,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,3000000.0,2700000.0,0.0,0.0,2700000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3952707,1,3585193,Buy,287541,Bond,127693AC3,,127693AC3,US127693AC33,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,1500000.0,1350000.0,0.0,0.0,1350000.0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952707,1,3585194,Buy,287541,Bond,127693AC3,,127693AC3,US127693AC33,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,1500000.0,1350000.0,0.0,0.0,1350000.0,Optimum Holdings Partners,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952707,1,3585195,Buy,287541,Bond,127693AC3,,127693AC3,US127693AC33,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,1750000.0,1575000.0,0.0,0.0,1575000.0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952707,1,3585196,Buy,287541,Bond,127693AC3,,127693AC3,US127693AC33,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,250000.0,225000.0,0.0,0.0,225000.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585201,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,,127693AC3,,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,Leatherwood Trust MA,CS Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585202,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,,127693AC3,,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,Optimum Holdings Partners,CS Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585203,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,,127693AC3,,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,1750000.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,Well Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585204,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,,127693AC3,,2026-01-15,00:00.0,5000000,90.0,,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
4053600,1,3612233,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,99.0,,0.0,0.0,0.0,2187500.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
4053600,1,3612234,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,99.0,,0.0,0.0,0.0,2187500.0,0.0,0.0,0.0,0.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
4053600,1,3612235,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,99.0,,0.0,0.0,0.0,312500.0,0.0,0.0,0.0,0.0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
4053600,1,3612236,Buy,288790,AssetBacked,004421CG6,,004421CG6,US004421CG60,2026-01-15,00:00.0,5000000,99.0,,0.0,0.0,0.0,312500.0,0.0,0.0,0.0,0.0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
4053601,2,3612238,Buy,289892,Bond,969457BM1,,969457BM1,US969457BM15,2026-01-15,00:00.0,5000000,90.0,,4500000.0,119097.22,4619097.22,5000000.0,4500000.0,119097.22,0.0,4619097.22,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
4109266,2,3627167,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,2000000.0,1800000.0,0.0,0.0,1800000.0,Leatherwood Trust MA,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
4109266,2,3627168,Buy,288800,Bond,177342AL6,,177342AL6,US177342AL65,2026-01-15,00:00.0,5000000,90.0,,4500000.0,0.0,4500000.0,2625000.0,2362500.0,0.0,0.0,2362500.0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
